betty,uncle,15
betty,family,15
step,step,15
miss,heart,15
manner,manner,15
cousin,lady,15
friend,howe,15
compare,kin,15
lovelace,reason,15
madam,brother,15
uncle,solmes,15
lovelace,air,15
aunt,father,15
health,health,15
opportunity,opportunity,15
lady,mind,15
opinion,opinion,15
lady,person,15
lady,occasion,15
father,thing,15
apprehension,apprehension,15
lovelace,person,15
uncle,father,15
lord,uncle,15
m,uncle,15
messenger,letter,15
colonel,letter,15
goddard,goddard,15
hickman,harlowe,15
tuesday,tuesday,15
letter,cousin,15
esq,esq,15
her,prejudice,15
grief,grief,14
story,story,14
lovelace,end,14
john,niece,14
creature,heart,14
hope,hope,14
wretch,family,14
behaviour,behaviour,14
lady,sex,14
distance,distance,14
sally,lady,14
place,place,14
poet,poet,14
mother,girl,14
mother,friend,14
goody,oh,14
moore,oh,14
uncle,thing,14
lady,cousin,14
lady,relation,14
miss,company,14
book,book,14
uncle,brother,14
distress,distress,14
mother,aunt,14
tony,tony,14
daughter,parent,14
poet,angelica,14
brother,solmes,14
men,love,14
leeson,leeson,14
lady,one,14
horton,horton,14
event,event,14
sally,polly,14
m,belford,14
friend,belford,14
lord,family,14
lovelace,cousin,14
colonel,smith,14
wife,rowland,14
rowland,lady,14
men,virtue,14
sister,visit,14
william,william,14
belford,lordship,14
principal,principal,14
nurse,her,14
norton,her,14
company,tourville,14
folk,folk,13
lady,favour,13
clarissa,miss,13
harlowe,friend,13
lord,my,13
wretch,intelligence,13
interest,interest,13
eater,eater,13
hour,hour,13
almighty,almighty,13
lovelace,madam,13
caesar,caesar,13
townsend,townsend,13
coach,coach,13
coachman,coachman,13
betty,miss,13
harlowe,nephew,13
miss,family,13
liberty,liberty,13
lovelace,occasion,13
betty,visit,13
solmes,brother,13
thou,fellow,13
pleasure,pleasure,13
hickman,lovelace,13
betty,house,13
violence,violence,13
duty,duty,13
lady,parent,13
somebody,somebody,13
solmes,lovelace,13
lord,mercy,13
reader,lovelace,13
hickman,mother,13
mother,brother,13
mother,solmes,13
lovelace,body,13
night,night,13
wouldst,wouldst,13
h,h,13
friend,nothing,13
recollection,recollection,13
elder,elder,13
m,family,13
servant,lovelace,13
lovick,smith,13
metcalfe,metcalfe,13
lord,sister,13
m,sister,13
kinsman,kinsman,13
bell,bell,13
sister,mother,13
lovelace,sally,13
sister,friend,13
johnny,johnny,13
jenyns,jenyns,13
trial,trial,12
belford,dorcas,12
captain,friend,12
harlowe,lady,12
joy,joy,12
chamber,chamber,12
action,action,12
men,heart,12
lovelace,heart,12
wretch,joseph,12
sight,sight,12
miss,world,12
lord,letter,12
purpose,purpose,12
resentment,resentment,12
voice,voice,12
beauty,beauty,12
delicacy,delicacy,12
grace,grace,12
miss,time,12
reflection,reflection,12
howe,sister,12
content,content,12
god,lady,12
lady,m,12
sarah,betty,12
charlotte,lady,12
child,parent,12
lovelace,company,12
lovelace,subject,12
miss,night,12
friend,miss,12
door,door,12
house,lady,12
tender,tender,12
pardon,pardon,12
father,family,12
settlement,settlement,12
mother,sister,12
father,heart,12
lady,character,12
lady,merit,12
friend,cousin,12
brother,passion,12
lady,husband,12
friend,thing,12
mother,thing,12
uncle,will,12
dr,brother,12
lewen,brother,12
miss,hervey,12
miss,person,12
dolly,lovelace,12
lovelace,wife,12
betty,lovelace,12
clergyman,clergyman,12
tourville,mowbray,12
thou,thing,12
the,lady,12
slave,slave,12
sally,lovelace,12
mabell,mabell,12
lordship,his,12
belford,friend,12
mother,correspondence,12
calista,calista,12
colonel,lady,12
howe,lady,12
smith,lady,12
wife,friend,12
writer,writer,12
tom,tom,12
basilisk,basilisk,12
character,lovelace,12
proselyte,proselyte,12
sister,objection,12
mowbray,dozen,12
dear,belford,12
servant,belford,12
boreas,boreas,12
captain,reason,11
miss,favour,11
harlowe,day,11
harlowe,brother,11
lady,harlowe,11
effect,effect,11
wretch,leman,11
captain,proposal,11
captain,gentleman,11
harlowe,lovelace,11
lovelace,life,11
address,address,11
answer,answer,11
miss,character,11
howe,love,11
h,lady,11
disappointment,disappointment,11
miss,day,11
thought,thought,11
advantage,advantage,11
companion,companion,11
oh,oh,11
uncle,friend,11
madam,letter,11
force,force,11
miss,brother,11
lady,affair,11
lady,seat,11
vellum,vellum,11
mother,word,11
thyself,thyself,11
art,thou,11
letter,heart,11
madam,sister,11
hickman,lady,11
treatment,treatment,11
clarissa,letter,11
air,air,11
mother,mind,11
lady,love,11
betty,solmes,11
earth,earth,11
letter,tuesday,11
return,return,11
hervey,miss,11
miss,hand,11
papa,papa,11
lovelace,betty,11
aunt,thing,11
miss,particular,11
appointment,appointment,11
friend,mother,11
lady,sally,11
lady,god,11
servant,letter,11
lady,fault,11
lord,harlowe,11
nancy,mother,11
mind,lovelace,11
men,advantage,11
morden,letter,11
cousin,fortune,11
his,lordship,11
sally,thing,11
men,friend,11
sister,family,11
tuesday,cousin,11
william,cousin,11
esq,cousin,11
remembrest,remembrest,11
chevalier,chevalier,11
living,parent,11
aunt,uncle,11
miss,answer,10
dorcas,letter,10
dorcas,paper,10
education,education,10
design,design,10
lady,particular,10
mischief,mischief,10
year,year,10
youth,youth,10
study,study,10
lord,miss,10
mother,son,10
rogue,rogue,10
lovelace,eye,10
husband,wife,10
lady,presence,10
lovelace,advantage,10
thou,virtue,10
experience,experience,10
lady,present,10
cast,cast,10
thou,friend,10
clarissa,lovelace,10
miss,word,10
lady,head,10
reader,reader,10
lovelace,proposal,10
correspondence,correspondence,10
rest,rest,10
wilson,wilson,10
madam,miss,10
miss,occasion,10
lady,pleasure,10
apartment,apartment,10
miss,uncle,10
lovelace,lodging,10
montague,visit,10
montague,lady,10
lovelace,pardon,10
generosity,generosity,10
brother,person,10
lady,opinion,10
betty,sarah,10
uncle,niece,10
lady,order,10
mother,effect,10
brother,mother,10
mother,opportunity,10
mother,nothing,10
sister,father,10
mother,time,10
betty,father,10
lovelace,aunt,10
betty,thing,10
sister,letter,10
person,child,10
lovelace,mind,10
letter,sunday,10
friend,reason,10
sister,body,10
mother,part,10
solmes,favour,10
husband,letter,10
method,method,10
friend,favour,10
servant,lady,10
thing,lovelace,10
lovelace,merit,10
solmes,uncle,10
hickman,friend,10
dr,sister,10
lewen,sister,10
solmes,family,10
brother,address,10
madam,solmes,10
justice,character,10
persecution,persecution,10
lovelace,part,10
father,relation,10
fellow,letter,10
lady,night,10
methought,lady,10
lady,damsel,10
family,harlowe,10
reupon,hereupon,10
norton,clarissa,10
norton,harlowe,10
rake,rake,10
lady,death,10
bed,lovelace,10
friend,world,10
men,colonel,10
men,parent,10
lordship,lady,10
husband,one,10
lady,justice,10
mother,hand,10
arrest,lovick,10
goddard,lady,10
smith,mother,10
men,matter,10
men,mother,10
brother,interest,10
goddard,maid,10
pain,pain,10
sister,prayer,10
god,time,10
william,morden,10
william,esq,10
morden,william,10
morden,esq,10
esq,william,10
esq,morden,10
reader,lady,10
wife,harlowe,10
parent,living,10
brother,soul,10
captain,lovelace,10
ship,lovelace,10
shorey,shorey,10
uncle,oliver,10
cousin,tony,10
cousin,jenyns,10
tony,cousin,10
tony,jenyns,10
jenyns,cousin,10
jenyns,tony,10
party,party,9
light,light,9
lady,question,9
tenant,tenant,9
harlowe,people,9
harlowe,application,9
john,father,9
sake,sake,9
belford,time,9
harlowe,part,9
harlowe,mother,9
temper,temper,9
leman,joseph,9
lady,mother,9
tomlinson,uncle,9
captain,reconciliation,9
lovelace,favour,9
thou,heart,9
brother,occasion,9
queen,queen,9
england,england,9
seest,seest,9
lady,life,9
argument,argument,9
creature,nothing,9
fault,fault,9
howe,nothing,9
lady,door,9
lady,answer,9
miss,passion,9
doleman,doleman,9
lovelace,head,9
vengeance,vengeance,9
letter,mother,9
miss,sister,9
arm,arm,9
god,heart,9
widow,moore,9
miss,way,9
howe,way,9
thou,letter,9
lady,ladyship,9
harlowe,heart,9
request,request,9
betty,sister,9
miss,betty,9
miss,story,9
lovelace,room,9
miss,love,9
rascal,rascal,9
bevis,widow,9
miss,mind,9
widow,lady,9
people,one,9
lady,people,9
miss,truth,9
lovelace,mischief,9
lovelace,violence,9
terror,terror,9
lovelace,creature,9
solmes,hope,9
stopt,stopt,9
aunt,miss,9
miss,aunt,9
miss,sake,9
sister,aunt,9
measure,measure,9
brother,hand,9
son,father,9
lady,hickman,9
lady,lordship,9
person,friend,9
letter,morning,9
brother,body,9
mother,antony,9
squire,squire,9
lovelace,resolution,9
death,death,9
world,hickman,9
mother,occasion,9
lovelace,thou,9
situation,situation,9
norton,time,9
friend,men,9
barnes,barnes,9
judge,judge,9
reverence,reverence,9
mother,compliance,9
mother,will,9
solmes,love,9
men,sex,9
matter,matter,9
cousin,letter,9
howe,thing,9
lovelace,order,9
aunt,mother,9
howe,person,9
lady,company,9
fellow,betty,9
crime,crime,9
lady,world,9
madam,house,9
mowbray,tourville,9
lady,street,9
madam,men,9
lady,moment,9
story,lady,9
boy,boy,9
lady,injury,9
mother,miss,9
misfortune,misfortune,9
rowe,rowe,9
smith,day,9
reserve,reserve,9
notion,notion,9
thomasine,thomasine,9
col,col,9
men,part,9
charlotte,letter,9
soul,lady,9
letter,answer,9
lady,belford,9
st,st,9
cousin,charlotte,9
sally,sinclair,9
men,concern,9
men,neighbour,9
men,kin,9
men,side,9
brother,envy,9
sister,envy,9
lovelace,manner,9
her,nurse,9
turn,turn,9
polly,horton,9
horton,polly,9
daughter,living,9
author,clergy,9
author,body,9
author,men,9
daughter,mother,9
sister,account,9
father,return,9
tourville,story,9
closet,miss,9
closet,howe,9
tony,fortune,9
jenyns,fortune,9
miss,belford,8
dorcas,miss,8
lady,closet,8
lady,matter,8
physician,physician,8
dorcas,lovelace,8
lovelace,agent,8
charmer,lady,8
lady,captain,8
message,message,8
thou,dorcas,8
thou,harlowe,8
harlowes,harlowes,8
harlowe,reconciliation,8
harlowe,gentleman,8
gentleman,harlowe,8
harlowe,reason,8
circumstance,circumstance,8
thou,part,8
james,part,8
harlowe,ceremony,8
captain,hand,8
housekeeper,housekeeper,8
collins,letter,8
uncle,favour,8
lovelace,power,8
look,look,8
creature,miss,8
lawyer,lawyer,8
sinclair,house,8
motion,motion,8
friend,hand,8
thou,miss,8
lovelace,robert,8
dorcas,hand,8
figure,figure,8
howe,character,8
howe,time,8
varlet,varlet,8
villain,charge,8
howe,freedom,8
letter,hand,8
chair,chair,8
mother,world,8
sort,sort,8
clarissa,friend,8
particular,particular,8
widow,miss,8
widow,lodging,8
miss,spouse,8
betty,ladyship,8
james,favour,8
friend,uncle,8
letter,family,8
note,note,8
wife,husband,8
madam,subject,8
miss,spirit,8
half,half,8
thou,clarissa,8
thou,reason,8
dear,captain,8
captain,dear,8
widow,bevis,8
character,way,8
lady,manner,8
miss,name,8
miss,sunday,8
miss,house,8
brother,miss,8
lady,concern,8
lady,body,8
madam,favour,8
mother,question,8
mother,madam,8
madam,father,8
uncle,creature,8
uncle,soul,8
betty,creature,8
heart,father,8
examination,father,8
choice,choice,8
face,face,8
creature,lady,8
dorcas,key,8
montague,cousin,8
mother,opinion,8
mother,particular,8
aunt,sister,8
madam,thing,8
prince,prince,8
hickman,world,8
hickman,merit,8
friend,solmes,8
antony,solmes,8
letter,night,8
mother,body,8
tear,tear,8
daughter,father,8
mother,authority,8
clarissa,sunday,8
harlowe,sunday,8
lovelace,solmes,8
passage,passage,8
mother,account,8
betty,aunt,8
friend,way,8
lord,friend,8
m,friend,8
meeting,meeting,8
sun,sun,8
betsey,betsey,8
joseph,betty,8
agent,agent,8
attention,lovelace,8
solmes,letter,8
aunt,lady,8
hervey,lady,8
father,uncle,8
occasion,sister,8
sister,arm,8
sister,lover,8
solmes,thing,8
mother,duty,8
norton,creature,8
aunt,solmes,8
lovelace,night,8
m,cousin,8
lord,cousin,8
lovelace,reflection,8
rashness,rashness,8
mother,story,8
brother,thought,8
miss,father,8
fortress,fortress,8
lady,pain,8
widow,day,8
miss,life,8
girl,example,8
jack,lovelace,8
lady,wretch,8
m,letter,8
piece,piece,8
lady,soul,8
lady,coachman,8
lady,place,8
people,money,8
grief,heart,8
lady,effect,8
m,harlowe,8
belford,soul,8
reupon,devil,8
reupon,partner,8
mother,clarissa,8
um,um,8
lady,nephew,8
father,friend,8
tea,taste,8
dish,taste,8
letter,account,8
brand,letter,8
cousin,favour,8
lady,others,8
faculty,faculty,8
smith,house,8
friend,mine,8
lady,lovick,8
consideration,consideration,8
lady,story,8
weakness,weakness,8
family,father,8
men,weakness,8
men,credulity,8
men,inexperience,8
men,motif,8
sister,hand,8
relation,solicitation,8
father,lady,8
lady,round,8
husband,messenger,8
husband,parson,8
husband,brand,8
howe,favour,8
miss,daughter,8
fellow,place,8
lady,rest,8
lovelace,nothing,8
settlement,lord,8
settlement,m,8
letter,charlotte,8
church,church,8
sally,friend,8
sally,money,8
wife,neighbour,8
wife,mother,8
miss,arabella,8
sister,interest,8
father,norton,8
morden,will,8
executor,executor,8
family,grief,8
turn,virtue,8
mowbray,gentleman,8
uncle,visit,8
mother,instance,8
consequence,daughter,8
length,daughter,8
time,daughter,8
grief,daughter,8
shame,daughter,8
remorse,daughter,8
wretch,discovery,8
lady,london,8
howe,brother,8
harlowe,will,8
bachelor,bachelor,8
person,fortescue,8
lovelace,tenant,8
bachelor,mother,8
her,norton,8
oliver,oliver,8
priscilla,priscilla,8
libertine,cousin,8
libertine,plotting,8
thou,machine,8
machine,art,8
machine,thou,8
lovelace,captain,7
lady,temper,7
office,office,7
heart,men,7
harlowe,favour,7
captain,tomlinson,7
appearance,appearance,7
lady,delay,7
friend,reconciliation,7
lovelace,point,7
captain,ceremony,7
pound,pound,7
prospect,prospect,7
revenge,revenge,7
brother,favour,7
parent,daughter,7
reporter,space,7
reporter,time,7
lovelace,men,7
creature,howe,7
charmer,letter,7
gentleman,friend,7
one,harlowe,7
vow,vow,7
talent,talent,7
story,sex,7
principle,principle,7
excellence,excellence,7
brother,heart,7
sister,relation,7
be,be,7
eater,robert,7
eater,lovelace,7
robert,lovelace,7
lady,step,7
endeavour,endeavour,7
regard,regard,7
lovelace,passion,7
attempt,attempt,7
thou,lord,7
creature,villain,7
acquaintance,acquaintance,7
sally,miss,7
lady,room,7
miss,pride,7
howe,passion,7
lovelace,curse,7
eye,heart,7
elopement,elopement,7
curiosity,curiosity,7
lardner,lardner,7
guest,guest,7
street,street,7
clothes,clothes,7
letter,servant,7
thou,conscience,7
lovelace,return,7
lady,opportunity,7
lady,resolution,7
horse,horse,7
lady,half,7
nay,nay,7
gouty,oh,7
concern,concern,7
thou,time,7
title,title,7
ardour,ardour,7
howe,occasion,7
james,sister,7
james,family,7
lady,town,7
lady,daughter,7
rawlins,story,7
loss,loss,7
business,business,7
don,thing,7
thou,merit,7
application,application,7
captain,moore,7
fellow,horse,7
trouble,trouble,7
madam,word,7
miss,jack,7
jack,miss,7
lady,montague,7
lady,truth,7
montague,betty,7
uncle,ceremony,7
lovelace,sake,7
reconciliation,reconciliation,7
lovelace,art,7
dog,shadow,7
dog,suspicion,7
person,others,7
mercy,mercy,7
lady,sake,7
madam,heart,7
difficulty,difficulty,7
aunt,brother,7
vice,vice,7
friend,protection,7
antony,thing,7
father,sister,7
brother,letter,7
aunt,family,7
father,right,7
child,father,7
sister,reason,7
sister,solmes,7
father,person,7
character,body,7
person,thing,7
miss,morning,7
clarissa,morning,7
harlowe,morning,7
friend,opinion,7
opposition,opposition,7
lady,sufferer,7
degree,lady,7
daughter,child,7
kind,lady,7
parent,clarissa,7
discretion,discretion,7
respect,respect,7
betty,mother,7
lord,brother,7
m,brother,7
lord,betty,7
occasion,uncle,7
quire,quire,7
foot,foot,7
lovelace,question,7
mother,spirit,7
one,letter,7
lovelace,hope,7
world,thing,7
rule,rule,7
brother,air,7
solmes,antony,7
inclination,inclination,7
cousin,lord,7
lady,apprehension,7
niece,father,7
father,will,7
occasion,brother,7
brother,arm,7
aunt,one,7
thou,brother,7
dolly,brother,7
miss,power,7
james,brother,7
order,order,7
friend,hope,7
madam,honour,7
mother,wretch,7
friend,character,7
brother,estate,7
daughter,will,7
bailiff,lovelace,7
bailiff,bailiff,7
motif,motif,7
consequence,consequence,7
advice,advice,7
brother,cousin,7
lovelace,day,7
howe,particular,7
mother,hickman,7
hickman,hand,7
lady,country,7
consent,consent,7
self,self,7
post,post,7
reputation,reputation,7
lady,excuse,7
lady,absence,7
thou,cousin,7
knowledge,knowledge,7
miss,creature,7
lady,name,7
canst,canst,7
fellow,order,7
lady,view,7
simon,simon,7
ease,thing,7
scene,scene,7
reader,miss,7
reader,howe,7
lord,thing,7
belford,mother,7
ease,ease,7
perkins,perkins,7
uncle,family,7
howe,heart,7
sufferer,sufferer,7
mother,harlowe,7
person,lady,7
betty,nephew,7
lovelace,fit,7
mother,plea,7
norton,relation,7
belford,clarissa,7
belford,cousin,7
bed,bed,7
absence,absence,7
lovelace,fellow,7
smith,hour,7
lovick,letter,7
lovick,time,7
hartley,hartley,7
lovelace,justice,7
cousin,family,7
mother,indulgence,7
lovelace,morden,7
colonel,advantage,7
lord,nephew,7
patty,patty,7
miss,m,7
mistress,house,7
house,mistress,7
people,lady,7
colonel,harlowe,7
belford,morden,7
doctor,friend,7
sister,soul,7
brother,norton,7
parson,letter,7
husband,copy,7
husband,john,7
husband,harlowe,7
uncle,grandfather,7
author,reader,7
colonel,hand,7
allegory,lady,7
lady,men,7
path,path,7
sally,body,7
shilling,shilling,7
devil,rowland,7
maid,lady,7
lovelace,friendship,7
smith,thing,7
wife,concern,7
miss,address,7
present,lady,7
brother,friend,7
brother,gratification,7
sister,gratification,7
person,world,7
grandfather,estate,7
relation,mother,7
relation,command,7
island,solicitation,7
island,mother,7
island,command,7
creature,sister,7
remembrance,sister,7
charlotte,tuesday,7
tuesday,charlotte,7
tuesday,letter,7
cousin,way,7
smith,reputation,7
colonel,servant,7
servant,hand,7
child,cousin,7
lot,grief,7
melvill,eulogy,7
wyerley,wyerley,7
turn,injury,7
lovelace,will,7
lovelace,address,7
brother,visit,7
joseph,term,7
adversary,adversary,7
lovelace,regard,7
kitty,kitty,7
family,art,7
family,sake,7
lovelace,country,7
family,brother,7
cough,cough,7
ship,ship,7
honner,story,7
brother,proposal,7
hannah,mother,7
her,father,7
norton,father,7
family,thou,7
widow,kinswoman,7
kinswoman,widow,7
door,brother,7
window,brother,7
apartment,brother,7
partington,lady,7
partington,company,7
cousin,libertine,7
plotting,libertine,7
plotting,plotting,7
sun,miss,7
sun,howe,7
cousin,rank,7
tony,rank,7
jenyns,rank,7
dorcas,howe,6
dorcas,closet,6
lady,paper,6
lady,linen,6
way,lady,6
expedient,expedient,6
u,u,6
gentleman,manner,6
lady,notice,6
lady,conversation,6
miss,step,6
harlowe,step,6
gentleman,lady,6
thou,uncle,6
john,reconciliation,6
pray,pray,6
lady,marriage,6
harlowe,wife,6
project,project,6
madam,family,6
triumph,triumph,6
captain,account,6
harlowe,word,6
sister,favour,6
uncle,gentleman,6
dost,dost,6
time,miss,6
m,miss,6
mother,presence,6
lovelace,state,6
lady,curiosity,6
lady,objection,6
howe,matter,6
bosom,bosom,6
dorcas,eye,6
brother,violence,6
friend,gentleman,6
captain,application,6
captain,favour,6
harlowe,truth,6
vanity,vanity,6
instance,instance,6
thou,thyself,6
thou,family,6
sister,occasion,6
condition,condition,6
hannibal,hannibal,6
pride,lovelace,6
thousand,progress,6
thousand,end,6
excellency,excellency,6
destiny,destiny,6
dorcas,stair,6
suppliant,suppliant,6
lovelace,visit,6
time,soul,6
time,town,6
traitress,soul,6
billet,soul,6
expectation,soul,6
family,soul,6
reconciliation,soul,6
charge,charge,6
house,villain,6
virtue,villain,6
remorse,villain,6
joy,villain,6
infernal,villain,6
nymph,villain,6
habitation,villain,6
dorcas,sinclair,6
jack,name,6
howe,pride,6
town,lady,6
the,the,6
mennell,mennell,6
hickman,heart,6
letter,thursday,6
wish,wish,6
week,week,6
doubt,doubt,6
lady,lodging,6
honour,madam,6
don,lady,6
prohibition,goody,6
prohibition,moore,6
oh,womanhood,6
goody,womanhood,6
moore,womanhood,6
lady,moore,6
gout,gout,6
window,window,6
soul,ardour,6
